block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,participant,expName,run,frameRate,
1,short,t1,1,I,distractor,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,2,M,distractor,0,0,0,0,0,0,0,0,0,1,1,1,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,3,U,distractor,0,0,0,0,0,0,0,0,0,2,2,2,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,4,J,distractor,0,0,0,0,0,0,0,0,0,3,3,3,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,5,1,target,0,0,0,0,0,0,0,0,0,4,4,4,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,6,T,distractor,0,0,0,0,0,0,0,0,0,5,5,5,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,7,U,distractor,0,0,0,0,0,0,0,0,0,6,6,6,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,8,H,distractor,0,0,0,0,0,0,0,0,0,7,7,7,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,9, ,mask,0,0,0,0,0,0,0,0,0,8,8,8,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,10,J,distractor,0,0,0,0,0,0,0,0,0,9,9,9,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,11,D,distractor,0,0,0,0,0,0,0,0,0,10,10,10,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,12,X,distractor,0,0,0,0,0,0,0,0,0,11,11,11,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,13,B,distractor,0,0,0,0,0,0,0,0,0,12,12,12,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
1,short,t1,14,A,distractor,0,0,0,0,0,0,0,0,0,13,13,13,,,,,2018_Oct_17_1528,1001,rsvp,r2,60.0810403093,
