train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,button_press.keys,button_press.rt,date,frameRate,expName,session,participant,
0,0,0,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
1,0,1,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
2,0,2,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
3,0,3,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
4,0,4,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
5,0,5,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
6,0,6,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
7,0,7,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
8,0,8,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
9,0,9,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
10,0,10,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
11,0,11,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
12,0,12,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
13,0,13,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
14,0,14,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
15,0,15,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
16,0,16,0,,,2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.03574784412921872, 0.8690706724155461, 1.4353605475334916, 1.9850875296106096, 2.5510103747801622, 3.1524556097429013, 3.71630669933802, 4.2674639830656815, 4.839543428330217, 5.4176839586143615, 6.01822058839025, 6.6501263998798095, 7.2678528311807895, 7.869633580965456, 8.533204816296347, 9.168512806296349, 9.751331150226179, 10.383343143432285, 10.952723924638121, 11.58640670409659, 12.201550350015168, 12.768810406007105, 13.35203408288362, 13.936677879595663, 14.534389299995382, 15.086080886234413, 15.63303211343009, 16.18721630331129, 16.718185970254126, 17.28494517823856, 17.87055236795277, 18.43629969813628, 19.03514469320362, 19.586361613226472, 20.15546797045681, 20.653714275191305, 21.153563487459905, 21.76684919578838, 22.334144645676133, 22.93559327458206, 23.519803617164143]",2018_Sep_24_1430,60.1238915361,finger_tap,001,123,
