train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,date,frameRate,expName,session,participant,
0,0,0,0,2018_Sep_27_1201,60.2222014595,finger_tap,001,2,
1,0,1,0,2018_Sep_27_1201,60.2222014595,finger_tap,001,2,
