train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_press.keys,date,frameRate,expName,session,participant,
0,0,0,0,None,2018_Sep_24_1325,60.9130000762,finger_tap,001,1,
