train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,date,frameRate,expName,session,participant,
0,0,0,0,2018_Oct_12_1232,60.1605546994,finger_tap,002,pilot_shivani,
