,RT,condition
0,1.08855,practice
1,0.387684500005,practice
2,0.235059499995,practice
3,0.185313800001,practice
4,0.134205800001,practice
5,7.7679209,practice
6,0.116738899997,PRESS
7,0.118567400001,PRESS
8,0.135293799998,PRESS
9,0.130116699998,PRESS
