block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,run,expName,participant,frameRate,
1,short,t1,1,3,target,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,2,P,distractor,0,0,0,0,0,0,0,0,0,1,1,1,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,3,R,distractor,0,0,0,0,0,0,0,0,0,2,2,2,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,4,K,distractor,0,0,0,0,0,0,0,0,0,3,3,3,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,5,L,distractor,0,0,0,0,0,0,0,0,0,4,4,4,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,6, ,mask,0,0,0,0,0,0,0,0,0,5,5,5,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,7,G,distractor,0,0,0,0,0,0,0,0,0,6,6,6,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,8,D,distractor,0,0,0,0,0,0,0,0,0,7,7,7,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,9,G,distractor,0,0,0,0,0,0,0,0,0,8,8,8,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,10,E,distractor,0,0,0,0,0,0,0,0,0,9,9,9,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,11,E,distractor,0,0,0,0,0,0,0,0,0,10,10,10,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,12,U,distractor,0,0,0,0,0,0,0,0,0,11,11,11,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,13,H,distractor,0,0,0,0,0,0,0,0,0,12,12,12,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,14,B,distractor,0,0,0,0,0,0,0,0,0,13,13,13,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,15,X,distractor,0,0,0,0,0,0,0,0,0,14,14,14,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
1,short,t1,16,Z,distractor,0,0,0,0,0,0,0,0,0,15,15,15,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,0,0,0,0,0,0,0,0,,,,,6,1.1201645,6,0.285095199999,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,1,N,distractor,0,0,0,0,1,0,1,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,2,G,distractor,0,0,0,0,1,0,1,0,0,1,1,1,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,3,V,distractor,0,0,0,0,1,0,1,0,0,2,2,2,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,4,T,distractor,0,0,0,0,1,0,1,0,0,3,3,3,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,5,E,distractor,0,0,0,0,1,0,1,0,0,4,4,4,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,6,3,target,0,0,0,0,1,0,1,0,0,5,5,5,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,7,Z,distractor,0,0,0,0,1,0,1,0,0,6,6,6,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,8,E,distractor,0,0,0,0,1,0,1,0,0,7,7,7,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,9,M,distractor,0,0,0,0,1,0,1,0,0,8,8,8,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,10,Q,distractor,0,0,0,0,1,0,1,0,0,9,9,9,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,11, ,mask,0,0,0,0,1,0,1,0,0,10,10,10,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,12,W,distractor,0,0,0,0,1,0,1,0,0,11,11,11,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,13,U,distractor,0,0,0,0,1,0,1,0,0,12,12,12,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,14,J,distractor,0,0,0,0,1,0,1,0,0,13,13,13,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,15,B,distractor,0,0,0,0,1,0,1,0,0,14,14,14,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,16,E,distractor,0,0,0,0,1,0,1,0,0,15,15,15,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
2,short,t1,17,Z,distractor,0,0,0,0,1,0,1,0,0,16,16,16,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,0,0,0,0,1,0,1,0,,,,,3,0.4569218,3,0.395213400001,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,1,M,distractor,0,0,0,0,2,0,2,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,2,M,distractor,0,0,0,0,2,0,2,0,0,1,1,1,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,3,O,distractor,0,0,0,0,2,0,2,0,0,2,2,2,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,4,M,distractor,0,0,0,0,2,0,2,0,0,3,3,3,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,5,F,distractor,0,0,0,0,2,0,2,0,0,4,4,4,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,6,7,target,0,0,0,0,2,0,2,0,0,5,5,5,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,7,S,distractor,0,0,0,0,2,0,2,0,0,6,6,6,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,8,K,distractor,0,0,0,0,2,0,2,0,0,7,7,7,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,9,G,distractor,0,0,0,0,2,0,2,0,0,8,8,8,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,10,P,distractor,0,0,0,0,2,0,2,0,0,9,9,9,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,11,K,distractor,0,0,0,0,2,0,2,0,0,10,10,10,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,12,V,distractor,0,0,0,0,2,0,2,0,0,11,11,11,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,13,F,distractor,0,0,0,0,2,0,2,0,0,12,12,12,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,14,Z,distractor,0,0,0,0,2,0,2,0,0,13,13,13,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,15,4,target,0,0,0,0,2,0,2,0,0,14,14,14,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,16,P,distractor,0,0,0,0,2,0,2,0,0,15,15,15,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,17,A,distractor,0,0,0,0,2,0,2,0,0,16,16,16,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
3,long,t2,18,N,distractor,0,0,0,0,2,0,2,0,0,17,17,17,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,0,0,0,0,2,0,2,0,,,,,5,0.501127699999,5,0.169078899999,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,1,L,distractor,0,0,0,0,3,0,3,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,2,O,distractor,0,0,0,0,3,0,3,0,0,1,1,1,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,3,Z,distractor,0,0,0,0,3,0,3,0,0,2,2,2,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,4,R,distractor,0,0,0,0,3,0,3,0,0,3,3,3,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,5,I,distractor,0,0,0,0,3,0,3,0,0,4,4,4,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,6,3,target,0,0,0,0,3,0,3,0,0,5,5,5,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,7,Q,distractor,0,0,0,0,3,0,3,0,0,6,6,6,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,8,W,distractor,0,0,0,0,3,0,3,0,0,7,7,7,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,9,K,distractor,0,0,0,0,3,0,3,0,0,8,8,8,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,10,L,distractor,0,0,0,0,3,0,3,0,0,9,9,9,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,11, ,mask,0,0,0,0,3,0,3,0,0,10,10,10,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,12,H,distractor,0,0,0,0,3,0,3,0,0,11,11,11,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,13,D,distractor,0,0,0,0,3,0,3,0,0,12,12,12,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,14,F,distractor,0,0,0,0,3,0,3,0,0,13,13,13,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,15,B,distractor,0,0,0,0,3,0,3,0,0,14,14,14,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
4,short,t1,16,E,distractor,0,0,0,0,3,0,3,0,0,15,15,15,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,0,0,0,0,3,0,3,0,,,,,3,0.349731,3,0.1851735,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,0,0,0,0,,,,,,,,,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,1,T,distractor,1,0,1,0,0,0,0,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,2,Q,distractor,1,0,1,0,0,0,0,0,0,1,1,1,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,3,S,distractor,1,0,1,0,0,0,0,0,0,2,2,2,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,4,I,distractor,1,0,1,0,0,0,0,0,0,3,3,3,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,5,C,distractor,1,0,1,0,0,0,0,0,0,4,4,4,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,6,L,distractor,1,0,1,0,0,0,0,0,0,5,5,5,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,7,H,distractor,1,0,1,0,0,0,0,0,0,6,6,6,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,8,B,distractor,1,0,1,0,0,0,0,0,0,7,7,7,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,9,L,distractor,1,0,1,0,0,0,0,0,0,8,8,8,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,10,1,target,1,0,1,0,0,0,0,0,0,9,9,9,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,11,Q,distractor,1,0,1,0,0,0,0,0,0,10,10,10,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,12,V,distractor,1,0,1,0,0,0,0,0,0,11,11,11,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,13,S,distractor,1,0,1,0,0,0,0,0,0,12,12,12,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,14,L,distractor,1,0,1,0,0,0,0,0,0,13,13,13,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,15, ,mask,1,0,1,0,0,0,0,0,0,14,14,14,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,16,W,distractor,1,0,1,0,0,0,0,0,0,15,15,15,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,17,T,distractor,1,0,1,0,0,0,0,0,0,16,16,16,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
5,short,t1,18,F,distractor,1,0,1,0,0,0,0,0,0,17,17,17,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
,,,,,,1,0,1,0,0,0,0,0,,,,,5,1.1065583,5,0.206683500001,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
6,short,t1,1,B,distractor,1,0,1,0,1,0,1,0,0,0,0,0,,,,,2018_Nov_04_1715,2,rsvp,1005,48.2953434115,
