block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,run,expName,participant,frameRate,
1,long,t2,1,W,distractor,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,2,X,distractor,0,0,0,0,0,0,0,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,3,O,distractor,0,0,0,0,0,0,0,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,4,I,distractor,0,0,0,0,0,0,0,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,5,O,distractor,0,0,0,0,0,0,0,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,6,5,target,0,0,0,0,0,0,0,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,7,X,distractor,0,0,0,0,0,0,0,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,8,O,distractor,0,0,0,0,0,0,0,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,9,A,distractor,0,0,0,0,0,0,0,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,10,I,distractor,0,0,0,0,0,0,0,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,11,Q,distractor,0,0,0,0,0,0,0,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,12,U,distractor,0,0,0,0,0,0,0,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,13,W,distractor,0,0,0,0,0,0,0,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
