block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,run,expName,participant,frameRate,
1,long,t2,14,A,distractor,0,0,0,0,0,0,0,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,15,6,target,0,0,0,0,0,0,0,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
1,long,t2,16,Q,distractor,0,0,0,0,0,0,0,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,0,0,0,0,0,0,0,0,,,,,2,0.411672,2,0.209735,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,1,Z,distractor,0,0,0,0,1,0,1,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,2,F,distractor,0,0,0,0,1,0,1,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,3,D,distractor,0,0,0,0,1,0,1,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,4,F,distractor,0,0,0,0,1,0,1,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,5,6,target,0,0,0,0,1,0,1,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,6,X,distractor,0,0,0,0,1,0,1,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,7,G,distractor,0,0,0,0,1,0,1,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,8,X,distractor,0,0,0,0,1,0,1,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,9,L,distractor,0,0,0,0,1,0,1,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,10, ,mask,0,0,0,0,1,0,1,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,11,F,distractor,0,0,0,0,1,0,1,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,12,D,distractor,0,0,0,0,1,0,1,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,13,T,distractor,0,0,0,0,1,0,1,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,14,L,distractor,0,0,0,0,1,0,1,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,15,Q,distractor,0,0,0,0,1,0,1,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,16,N,distractor,0,0,0,0,1,0,1,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
2,short,t1,17,A,distractor,0,0,0,0,1,0,1,0,0,16,16,16,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,0,0,0,0,1,0,1,0,,,,,6,0.358360099999,6,0.204330800001,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,1,H,distractor,0,0,0,0,2,0,2,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,2,G,distractor,0,0,0,0,2,0,2,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,3,4,target,0,0,0,0,2,0,2,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,4,U,distractor,0,0,0,0,2,0,2,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,5,V,distractor,0,0,0,0,2,0,2,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,6,F,distractor,0,0,0,0,2,0,2,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,7,Y,distractor,0,0,0,0,2,0,2,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,8,L,distractor,0,0,0,0,2,0,2,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,9,C,distractor,0,0,0,0,2,0,2,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,10,V,distractor,0,0,0,0,2,0,2,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,11,V,distractor,0,0,0,0,2,0,2,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,12,4,target,0,0,0,0,2,0,2,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,13,I,distractor,0,0,0,0,2,0,2,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,14,F,distractor,0,0,0,0,2,0,2,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
3,long,t2,15,N,distractor,0,0,0,0,2,0,2,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,0,0,0,0,2,0,2,0,,,,,4,0.345345,4,0.198918300001,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,1,A,distractor,0,0,0,0,3,0,3,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,2,I,distractor,0,0,0,0,3,0,3,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,3,G,distractor,0,0,0,0,3,0,3,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,4,E,distractor,0,0,0,0,3,0,3,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,5,U,distractor,0,0,0,0,3,0,3,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,6,D,distractor,0,0,0,0,3,0,3,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,7,V,distractor,0,0,0,0,3,0,3,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,8,Q,distractor,0,0,0,0,3,0,3,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,9,G,distractor,0,0,0,0,3,0,3,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,10,8,target,0,0,0,0,3,0,3,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,11,L,distractor,0,0,0,0,3,0,3,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,12,S,distractor,0,0,0,0,3,0,3,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,13,Z,distractor,0,0,0,0,3,0,3,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,14,M,distractor,0,0,0,0,3,0,3,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,15, ,mask,0,0,0,0,3,0,3,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,16,Q,distractor,0,0,0,0,3,0,3,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,17,V,distractor,0,0,0,0,3,0,3,0,0,16,16,16,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
4,short,t1,18,S,distractor,0,0,0,0,3,0,3,0,0,17,17,17,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,0,0,0,0,3,0,3,0,,,,,4,0.3909064,4,0.159633700001,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,1,K,distractor,1,0,1,0,0,0,0,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,2,B,distractor,1,0,1,0,0,0,0,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,3, ,mask,1,0,1,0,0,0,0,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,4,P,distractor,1,0,1,0,0,0,0,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,5,J,distractor,1,0,1,0,0,0,0,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,6,5,target,1,0,1,0,0,0,0,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,7,Y,distractor,1,0,1,0,0,0,0,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,8,K,distractor,1,0,1,0,0,0,0,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,9,J,distractor,1,0,1,0,0,0,0,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,10,S,distractor,1,0,1,0,0,0,0,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,11,S,distractor,1,0,1,0,0,0,0,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,12,C,distractor,1,0,1,0,0,0,0,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,13,M,distractor,1,0,1,0,0,0,0,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,14,W,distractor,1,0,1,0,0,0,0,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
5,long,t2,15,2,target,1,0,1,0,0,0,0,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,1,0,1,0,0,0,0,0,,,,,5,1.7344873,5,0.1237518,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,1,Y,distractor,1,0,1,0,1,0,1,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,2,P,distractor,1,0,1,0,1,0,1,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,3,8,target,1,0,1,0,1,0,1,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,4,B,distractor,1,0,1,0,1,0,1,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,5,N,distractor,1,0,1,0,1,0,1,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,6,O,distractor,1,0,1,0,1,0,1,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,7,T,distractor,1,0,1,0,1,0,1,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,8, ,mask,1,0,1,0,1,0,1,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,9,C,distractor,1,0,1,0,1,0,1,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,10,L,distractor,1,0,1,0,1,0,1,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,11,D,distractor,1,0,1,0,1,0,1,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,12,O,distractor,1,0,1,0,1,0,1,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,13,H,distractor,1,0,1,0,1,0,1,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,14,I,distractor,1,0,1,0,1,0,1,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,15,Y,distractor,1,0,1,0,1,0,1,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,16,C,distractor,1,0,1,0,1,0,1,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
6,short,t1,17,X,distractor,1,0,1,0,1,0,1,0,0,16,16,16,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,1,0,1,0,1,0,1,0,,,,,8,0.541083299999,8,0.146420199999,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,1,Y,distractor,1,0,1,0,2,0,2,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,2,F,distractor,1,0,1,0,2,0,2,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,3,T,distractor,1,0,1,0,2,0,2,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,4,T,distractor,1,0,1,0,2,0,2,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,5,L,distractor,1,0,1,0,2,0,2,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,6,Y,distractor,1,0,1,0,2,0,2,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,7,J,distractor,1,0,1,0,2,0,2,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,8,V,distractor,1,0,1,0,2,0,2,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,9,F,distractor,1,0,1,0,2,0,2,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,10,W,distractor,1,0,1,0,2,0,2,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,11,X,distractor,1,0,1,0,2,0,2,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,12,6,target,1,0,1,0,2,0,2,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,13,E,distractor,1,0,1,0,2,0,2,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,14,S,distractor,1,0,1,0,2,0,2,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,15,G,distractor,1,0,1,0,2,0,2,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,16,Y,distractor,1,0,1,0,2,0,2,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,17, ,mask,1,0,1,0,2,0,2,0,0,16,16,16,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
7,short,t1,18,S,distractor,1,0,1,0,2,0,2,0,0,17,17,17,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,1,0,1,0,2,0,2,0,,,,,6,0.4145978,6,0.154812700001,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,1,3,target,1,0,1,0,3,0,3,0,0,0,0,0,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,2,Z,distractor,1,0,1,0,3,0,3,0,0,1,1,1,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,3,U,distractor,1,0,1,0,3,0,3,0,0,2,2,2,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,4,O,distractor,1,0,1,0,3,0,3,0,0,3,3,3,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,5,S,distractor,1,0,1,0,3,0,3,0,0,4,4,4,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,6, ,mask,1,0,1,0,3,0,3,0,0,5,5,5,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,7,F,distractor,1,0,1,0,3,0,3,0,0,6,6,6,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,8,S,distractor,1,0,1,0,3,0,3,0,0,7,7,7,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,9,L,distractor,1,0,1,0,3,0,3,0,0,8,8,8,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,10,E,distractor,1,0,1,0,3,0,3,0,0,9,9,9,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,11,F,distractor,1,0,1,0,3,0,3,0,0,10,10,10,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,12,C,distractor,1,0,1,0,3,0,3,0,0,11,11,11,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,13,A,distractor,1,0,1,0,3,0,3,0,0,12,12,12,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,14,K,distractor,1,0,1,0,3,0,3,0,0,13,13,13,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,15,A,distractor,1,0,1,0,3,0,3,0,0,14,14,14,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,16,S,distractor,1,0,1,0,3,0,3,0,0,15,15,15,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
8,short,t1,17,X,distractor,1,0,1,0,3,0,3,0,0,16,16,16,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,1,0,1,0,3,0,3,0,,,,,6,0.6354797,6,0.204456500001,2018_Nov_04_1712,2,rsvp,1002,None,
,,,,,,1,0,1,0,,,,,,,,,,,,,2018_Nov_04_1712,2,rsvp,1002,None,
