block,sep_dur,Tx,trial,stimulus,cond,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim.thisRepN,stim.thisTrialN,stim.thisN,stim.thisIndex,usr_input_t1.keys,usr_input_t1.rt,usr_input_t2.keys,usr_input_t2.rt,date,run,expName,participant,frameRate,
1,long,t2,1,S,distractor,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,2,3,target,0,0,0,0,0,0,0,0,0,1,1,1,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,3,J,distractor,0,0,0,0,0,0,0,0,0,2,2,2,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,4,H,distractor,0,0,0,0,0,0,0,0,0,3,3,3,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,5,X,distractor,0,0,0,0,0,0,0,0,0,4,4,4,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,6,A,distractor,0,0,0,0,0,0,0,0,0,5,5,5,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,7,A,distractor,0,0,0,0,0,0,0,0,0,6,6,6,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,8,M,distractor,0,0,0,0,0,0,0,0,0,7,7,7,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,9,T,distractor,0,0,0,0,0,0,0,0,0,8,8,8,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,10,Z,distractor,0,0,0,0,0,0,0,0,0,9,9,9,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,11,4,target,0,0,0,0,0,0,0,0,0,10,10,10,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,12,O,distractor,0,0,0,0,0,0,0,0,0,11,11,11,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,13,E,distractor,0,0,0,0,0,0,0,0,0,12,12,12,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,14,O,distractor,0,0,0,0,0,0,0,0,0,13,13,13,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,15,V,distractor,0,0,0,0,0,0,0,0,0,14,14,14,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,16,U,distractor,0,0,0,0,0,0,0,0,0,15,15,15,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
1,long,t2,17,U,distractor,0,0,0,0,0,0,0,0,0,16,16,16,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
,,,,,,0,0,0,0,0,0,0,0,,,,,4,0.728081499998,4,0.30491169999,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,1,S,distractor,0,0,0,0,1,0,1,0,0,0,0,0,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,2,N,distractor,0,0,0,0,1,0,1,0,0,1,1,1,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,3,I,distractor,0,0,0,0,1,0,1,0,0,2,2,2,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,4,L,distractor,0,0,0,0,1,0,1,0,0,3,3,3,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,5,K,distractor,0,0,0,0,1,0,1,0,0,4,4,4,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,6,W,distractor,0,0,0,0,1,0,1,0,0,5,5,5,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,7,A,distractor,0,0,0,0,1,0,1,0,0,6,6,6,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,8,I,distractor,0,0,0,0,1,0,1,0,0,7,7,7,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,9,P,distractor,0,0,0,0,1,0,1,0,0,8,8,8,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,10,H,distractor,0,0,0,0,1,0,1,0,0,9,9,9,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,11,2,target,0,0,0,0,1,0,1,0,0,10,10,10,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,12,G,distractor,0,0,0,0,1,0,1,0,0,11,11,11,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,13,Q,distractor,0,0,0,0,1,0,1,0,0,12,12,12,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,14,K,distractor,0,0,0,0,1,0,1,0,0,13,13,13,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,15,J,distractor,0,0,0,0,1,0,1,0,0,14,14,14,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,16, ,mask,0,0,0,0,1,0,1,0,0,15,15,15,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
2,short,t1,17,Y,distractor,0,0,0,0,1,0,1,0,0,16,16,16,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
,,,,,,0,0,0,0,1,0,1,0,,,,,4,0.575111099999,4,0.161356800003,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,1,N,distractor,0,0,0,0,2,0,2,0,0,0,0,0,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,2,H,distractor,0,0,0,0,2,0,2,0,0,1,1,1,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,3,N,distractor,0,0,0,0,2,0,2,0,0,2,2,2,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,4,C,distractor,0,0,0,0,2,0,2,0,0,3,3,3,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,5,T,distractor,0,0,0,0,2,0,2,0,0,4,4,4,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,6,Z,distractor,0,0,0,0,2,0,2,0,0,5,5,5,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,7,1,target,0,0,0,0,2,0,2,0,0,6,6,6,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,8,Q,distractor,0,0,0,0,2,0,2,0,0,7,7,7,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,9,Y,distractor,0,0,0,0,2,0,2,0,0,8,8,8,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,10,V,distractor,0,0,0,0,2,0,2,0,0,9,9,9,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,11,X,distractor,0,0,0,0,2,0,2,0,0,10,10,10,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,12, ,mask,0,0,0,0,2,0,2,0,0,11,11,11,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,13,I,distractor,0,0,0,0,2,0,2,0,0,12,12,12,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,14,C,distractor,0,0,0,0,2,0,2,0,0,13,13,13,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,15,J,distractor,0,0,0,0,2,0,2,0,0,14,14,14,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
3,short,t1,16,Q,distractor,0,0,0,0,2,0,2,0,0,15,15,15,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
,,,,,,0,0,0,0,2,0,2,0,,,,,5,1.2768698,5,0.15384839999,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,1,Z,distractor,0,0,0,0,3,0,3,0,0,0,0,0,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,2,L,distractor,0,0,0,0,3,0,3,0,0,1,1,1,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,3,O,distractor,0,0,0,0,3,0,3,0,0,2,2,2,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,4,B,distractor,0,0,0,0,3,0,3,0,0,3,3,3,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,5,C,distractor,0,0,0,0,3,0,3,0,0,4,4,4,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,6,7,target,0,0,0,0,3,0,3,0,0,5,5,5,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,7,U,distractor,0,0,0,0,3,0,3,0,0,6,6,6,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,8,W,distractor,0,0,0,0,3,0,3,0,0,7,7,7,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,9,F,distractor,0,0,0,0,3,0,3,0,0,8,8,8,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,10,U,distractor,0,0,0,0,3,0,3,0,0,9,9,9,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,11,D,distractor,0,0,0,0,3,0,3,0,0,10,10,10,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,12,B,distractor,0,0,0,0,3,0,3,0,0,11,11,11,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,13,B,distractor,0,0,0,0,3,0,3,0,0,12,12,12,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,14,I,distractor,0,0,0,0,3,0,3,0,0,13,13,13,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
4,long,t2,15,3,target,0,0,0,0,3,0,3,0,0,14,14,14,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
,,,,,,0,0,0,0,3,0,3,0,,,,,5,0.715932999999,5,0.1527049,2018_Nov_05_1253,2,rsvp,1004,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,2018_Nov_05_1253,2,rsvp,1004,None,
